name,chapter,email,phone,website,address,desc
Provost & Pritchard Consulting Group,Kern County,jeklund@ppeng.com,661 6165900 (Phone),,"1518 Mill Rock Way, Suite 100, Bakersfield, California, 93311","Provost & Pritchard Consulting Group is a diverse civil engineering and land surveying firm engaged in water resources and land development engineering. Specialties include municipal water, wastewater, flood control and drainage, irrigation and water district management and engineering, on-farm irrigation and drainage, municipal infrastructure, subdivision and site development engineering, land surveying, GIS services and dairy design and regulatory compliance."
NV5,San Diego,cynthia.peraza@nv5.com,858 3850500 (Phone),,"15092 Avenue of Science, Suite 200, San Diego, California","Civil engineering consultants throughout California for public and private entities. Experienced in transportation, land development, public works, program and construction management, water and wastewater facilities, education and correction facilities."
Public Works Compliance Advisors,Affiliate,office@pwca-ca.com,559 570-2158 (Phone); 559 449-2425 (Fax),http://www.pwca-ca.com,"3626 E. Ashlan Avenue, Fresno, California, 93726",The underlying strength of Public Works Compliance Advisors (PWCA) is based on who we are as a public-works compliance company. PWCA has over 30+ combined years of public-works compliance experience -- from financing public works projects to turn-key compliance management with contractors and engineers throughout California. We have developed proven penalty-prevention programs to stay ahead of...
Collins + Collins LLP,Affiliate,,626 243-1100 (Phone),,"790 E. Colorado Blvd., South Pasadena, California","We specialize in the representation of all design professionals including civil engineers, structural engineers, mechanical engineers, electrical engineers and land surveyors."
"Teter, Inc.",San Joaquin Valley,glen.teter@teterae.com,559 4370887 (Phone),,"7535 North Palm Avenue, Suite 201, Fresno, California, 93291","We are an engineering/architectural firm with an emphasis on design of buildings and building related facilities. Our scope of service includes structural engineering, civil engineering, electrical engineering, mechanical engineering, architecture and planning."
GUIDA,San Diego,gsisd@guidasurveying.com,760 624-8432 (Phone); 760 749-3988 (Fax),http://www.guidasurveying.com,"380 State Place, Escondido, California, 92029","Right-of-way engineering, design surveys, legal and easements preparation, mapping, land subdivision, ALTA surveys, land surveying, sub-division-staking, boundary surveying, topographic survey and bridge survey."
"Civil Sense, Inc.",San Diego,henry@civil-sense.com,585 922-5462 (Phone),http://www.civil-sense.com,"2535 Camino Del Rio South, Suite 260, San Diego, California, 92064","Civil Sense provides a full scope of engineering services, including design and management for land development and public works-related projects. Design services include public and private grading and improvement design, construction permitting, subdivision design, roadway design, sewer mains, water mains, storm drain facilities, earthwork calculations, technical reports, hydrology and hydraulic studies, storm water management (Water Quality Technical Reports, SWPPP, WPCP, SUSMP, WQMP), and plans specifications and estimates (PS and E). Management services include developing and managing project scope, preparing and reviewing cost estimates and schedules, utility coordination, feasibility studies, and value engineering."
"Burke, Williams & Sorensen, LLP",Affiliate Member,camberg@bwslaw.com,,,"444 South Flower Street, Suite 2400, Los Angeles, California",Law.
"Northwest Hydraulic Consultants, Inc.",Los Angeles County,daxworthy@nhcwater.com,,,"80 South Lake Avenue, Suite 800, Pasadena, California","Northwest Hydraulic Consultants is an international consulting firm of engineers and scientists providing professional services for the development, management and protection of water resources. NHC provides services in hydrology, hydraulics, geomorphology, sediment transport and water quality to a variety of federal, state, municipal, and private clients. Project experience includes hydrologic and hydraulic studies for flood control and channel stabilization, design of river stabilization techniques, analysis and design of urban stormwater systems, and restoration of rivers, lakes, estuaries, and wetlands."
"Michael Baker International, Inc.",Non-Chapter,fareeha.kibriya@mbakerintl.com,562 200-7165 (Phone); 562 200-7166 (Fax),http://www.mbakerintl.com,"3760 Kilroy Airport Way, Suite 270, Long Beach, California, 90806","Engineering services: subdivision engineering; public works engineering; commercial/industrial site design; traffic engineering; water resource engineering; street and highway design engineering; bridge and structural design; traffic signal design; construction engineering management; electrical engineering.  Planning services:  specific plans, environmental analysis; transportation planning; site and land use planning; entitlement-to-use processing; and geographic info systems.  Surveying:  boundary survey and analysis; final subdivision mapping; field surveying and staking."
MNS Engineers,Riverside/San Bernardino,,,,"3850 Vine Street, Suite 110, Riverside, California, 92507",
TranSystems Corporation,Orange County,crocha@transystems.com,714 662-3020 (Phone); 714 662-3025 (Fax),http://www.transystems.com,"6 Hutton Centre Drive, Suite 800, Santa Ana, California, 92707","Planning, civil and structural engineering, architecture, logistics and operations analysis/simulation for transportation - related projects and facilities."
KKCS,Bay Bridge,kal.krishnan@kkcsinc.com,510 465-9800 (Phone); 510 465-6868 (Fax),https://www.kkcsinc.com,"300 Frank H. Ogawa Plaza, Suite 105, Oakland, California, 94612","KKCS provides general engineering services as well as project management and oversight, owner's representative, inspection and project control services to public agencies and private sector clients. Key infrastructure markets include public transit and transportation, education and water projects."
"Biggs Cardosa Associates, Inc.",Bay Bridge,arichardson@biggscardosa.com,510 625-9900 (Phone); 510 625-9902 (Fax),http://www.biggscardosa.com,"1111 Broadway, Suite 1510, Oakland, California, 94612","Biggs Cardosa Associates, Inc. offers structural engineering design and inspection services to public agencies, developers, professional engineers, design/build contractors and architects on a wide variety of projects including commercial and industrial buildings, transportation facilities, retail complexes and institutional facilities."
RRM Design Group,Non-Chapter Member,wfstrand@rrmdesign.com,949 361-7950 (Phone); 949 361-7955 (Fax),http://www.rrmdesign.com,"32332 Camino Capistrano, Suite 205, San Juan Capistrano, California, 92675","Civil engineering, land planning, surveying, construction administration, architecture and landscape architecture."
HNTB Corporation,Los Angeles County,ahadnett@hntb.com,213 403-1000 (Phone); 213 403-1001 (Fax),http://www.hntb.com,"601 West 5th Street, Suite 750, Los Angeles, California, 90071","HNTB Corporation is a full service architectural, engineering and planning firm, with over ninety years of experience. HNTB has extensive experience in the areas of highway and street design, bridge design, transit and rail design, airport design, urban planning, general architecture, interior design, and mechanical and electrical design, construction management and design/build."
"Carollo Engineers, Inc.",Sierra Chapter,ccleveland@carollo.com,916 565-4888 (Phone); 916 565-4880 (Fax),http://www.carollo.com,"2880 Gateway Oaks Drive, Suite 300, Sacramento, California, 95833","Carollo Engineers offers over six decades of experience in water, wastewater, energy, solid waste, storm drainage, and related projects. The scope of services to municipal, regional, and industrial clients includes technical and economic feasibility studies, planning and conceptual development, detailed engineering and design, procurement, expediting, and construction management services, start-up, and operations assistance and training."
